id,name,age,city,salary
900,David,36,Los Angeles,50790
901,Alice,56,New York,50888
902,Charlie,20,Houston,70775
903,Alice,53,Los Angeles,61439
904,Charlie,36,Houston,89992
905,Charlie,51,Chicago,56086
906,David,28,Los Angeles,68054
907,Charlie,41,Houston,39446
908,Alice,33,Chicago,43500
909,Alice,45,New York,41668
910,Bob,58,New York,54910
911,David,43,Los Angeles,79884
912,Bob,24,Los Angeles,35075
913,Charlie,35,Los Angeles,88595
914,Alice,24,Houston,59469
915,Alice,58,Chicago,71892
916,Bob,23,Chicago,38153
917,David,27,Houston,85879
918,Alice,52,Los Angeles,56806
919,Bob,54,Los Angeles,60906
920,Alice,20,Chicago,51230
921,Alice,33,New York,44873
922,David,53,Los Angeles,46062
923,Charlie,25,Los Angeles,94310
924,Alice,47,Los Angeles,84136
925,Alice,41,Houston,82260
926,David,34,New York,37854
927,David,59,Chicago,82172
928,Alice,39,New York,80565
929,David,53,Houston,31619
930,David,54,Chicago,62148
931,Alice,55,Los Angeles,34743
932,Alice,43,Los Angeles,93289
933,David,41,Chicago,43440
934,Alice,56,New York,87389
935,Alice,43,New York,31130
936,Bob,52,Chicago,99647
937,Charlie,36,Los Angeles,40085
938,Alice,48,New York,91967
939,Alice,54,New York,36561
940,Charlie,43,Los Angeles,35499
941,Bob,49,Chicago,55573
942,Charlie,55,New York,70834
943,Charlie,33,New York,99460
944,Bob,33,Houston,85189
945,Charlie,38,Chicago,37456
946,David,49,Los Angeles,65355
947,Bob,46,Los Angeles,76829
948,Alice,45,New York,40306
949,Charlie,53,Chicago,99642
950,David,58,Chicago,91554
951,Charlie,35,New York,69404
952,Charlie,29,Chicago,31265
953,David,29,Houston,58511
954,Charlie,21,Chicago,67472
955,Charlie,46,Los Angeles,96301
956,David,32,New York,82734
957,Charlie,52,Los Angeles,41737
958,Bob,21,New York,35026
959,Alice,25,Los Angeles,55953
960,David,23,Chicago,74578
961,David,31,Los Angeles,88882
962,David,22,Chicago,44228
963,Bob,35,Los Angeles,34502
964,Bob,22,Los Angeles,70484
965,David,55,New York,92893
966,Alice,24,Houston,46872
967,Alice,26,Houston,46694
968,Charlie,25,New York,93113
969,Charlie,24,Houston,41021
970,Bob,28,Houston,80202
971,Charlie,31,New York,39876
972,Alice,38,Los Angeles,94165
973,Charlie,40,Los Angeles,77805
974,David,31,Los Angeles,72829
975,Bob,41,Houston,95653
976,Alice,54,New York,52829
977,Alice,36,New York,91123
978,Charlie,28,Houston,64118
979,David,31,Houston,71611
980,David,32,New York,44316
981,Bob,26,Los Angeles,55161
982,Alice,24,New York,41546
983,Alice,34,Chicago,82253
984,Alice,33,Chicago,98574
985,Alice,27,Los Angeles,53743
986,David,26,New York,59608
987,Bob,57,Los Angeles,35475
988,Bob,23,Chicago,52154
989,Alice,56,Los Angeles,37256
990,Charlie,43,Los Angeles,64067
991,Bob,50,Los Angeles,78849
992,David,54,New York,30150
993,Bob,27,Houston,33374
994,Alice,57,Los Angeles,55059
995,Bob,59,New York,58735
996,Charlie,38,New York,49932
997,Charlie,28,Chicago,49763
998,Alice,27,Los Angeles,34656
999,Bob,29,New York,35583
1000,Alice,42,Chicago,92859
1001,Alice,53,Chicago,65347
1002,Charlie,35,Chicago,85434
1003,Charlie,33,New York,39599
1004,David,53,Houston,61004
1005,Bob,31,New York,47736
1006,Bob,42,Chicago,38954
1007,Charlie,20,New York,69794
1008,David,27,Los Angeles,38372
1009,Bob,49,Houston,47867
1010,Bob,52,Chicago,81784
1011,Bob,22,New York,39531
1012,Alice,32,New York,84669
1013,Bob,24,Los Angeles,61718
1014,Alice,59,Houston,74796
1015,Bob,30,Los Angeles,73404
1016,Bob,50,Houston,91772
1017,Alice,29,New York,42308
1018,Charlie,45,Chicago,80007
1019,Alice,42,Houston,65017
1020,Bob,40,Chicago,74609
1021,David,20,New York,73930
1022,Alice,35,Houston,54963
1023,David,25,Chicago,61028
1024,David,57,Chicago,45130
1025,Alice,54,Houston,37763
1026,Bob,25,Los Angeles,55567
1027,Alice,30,New York,95188
1028,Bob,44,Houston,74404
1029,David,35,Chicago,97753
1030,Charlie,52,New York,59730
1031,David,27,Los Angeles,37629
1032,Alice,38,Chicago,75465
1033,Charlie,42,Houston,93295
1034,Bob,39,Los Angeles,41194
1035,Charlie,49,Houston,52923
1036,Alice,28,Houston,46431
1037,Alice,44,Houston,56698
1038,Charlie,32,Houston,87750
1039,Bob,55,Los Angeles,81406
1040,Bob,22,Chicago,52242
1041,Bob,54,New York,83077
1042,David,55,Houston,90992
1043,David,41,Chicago,84019
1044,Charlie,43,New York,94509
1045,Charlie,50,Chicago,48223
1046,Charlie,28,Chicago,99510
1047,David,22,New York,65803
1048,Bob,53,Chicago,72353
1049,David,23,Chicago,67278
1050,Alice,21,Houston,94705
1051,Charlie,39,Chicago,51488
1052,Alice,20,New York,83694
1053,Bob,46,New York,44515
1054,Charlie,29,Houston,38617
1055,David,43,Chicago,88703
1056,Bob,55,New York,71802
1057,Alice,26,Chicago,53028
1058,Alice,35,Houston,77348
1059,Charlie,51,Los Angeles,85836
1060,David,43,Houston,71976
1061,David,36,Los Angeles,65496
1062,Charlie,22,Houston,77107
1063,Alice,22,Los Angeles,77926
1064,David,42,New York,74739
1065,Alice,59,New York,94980
1066,David,31,Chicago,31388
1067,David,44,Chicago,53114
1068,Charlie,54,New York,64454
1069,Bob,55,Los Angeles,67811
1070,Bob,24,Los Angeles,87050
1071,Bob,44,Houston,45862
1072,Charlie,44,Chicago,68912
1073,David,45,Chicago,60276
1074,Alice,45,Chicago,48006
1075,David,54,New York,65290
1076,David,52,New York,84731
1077,Alice,55,Houston,65015
1078,Bob,51,Houston,62598
1079,David,57,New York,72980
1080,David,48,Los Angeles,94214
1081,Alice,57,New York,78965
1082,Charlie,58,Chicago,50829
1083,Alice,39,Chicago,85879
1084,Charlie,34,Houston,49323
1085,Charlie,38,New York,81767
1086,Bob,57,Chicago,35494
1087,Bob,26,Los Angeles,97791
1088,Alice,40,Los Angeles,31857
1089,Alice,53,Chicago,31446
1090,Bob,53,Los Angeles,79844
1091,David,32,Houston,82728
1092,David,22,Chicago,60948
1093,David,24,Chicago,75299
1094,David,33,Houston,31046
1095,David,36,New York,30482
1096,Alice,45,Houston,61104
1097,Charlie,35,Los Angeles,99740
1098,Alice,44,Chicago,62548
1099,David,30,Los Angeles,92037
1100,Charlie,56,Chicago,76799
1101,Alice,55,Chicago,89385
1102,Charlie,27,Chicago,35357
1103,Alice,49,Los Angeles,42195
1104,David,46,Chicago,37981
1105,Charlie,53,Houston,54371
1106,Charlie,21,Chicago,38763
1107,Alice,58,Los Angeles,41740
1108,Alice,26,Houston,81908
1109,Alice,36,Los Angeles,72271
1110,Charlie,41,New York,60084
1111,Alice,47,Houston,43463
1112,David,24,Houston,89699
1113,Alice,47,Los Angeles,58016
1114,Alice,42,Chicago,51865
1115,Bob,53,Houston,62425
1116,Alice,29,Chicago,84176
1117,Bob,24,Chicago,54589
1118,Charlie,52,Chicago,98722
1119,Bob,36,Los Angeles,67242
1120,Bob,29,Chicago,88847
1121,David,23,New York,97235
1122,Bob,32,Chicago,36697
1123,Alice,47,New York,92107
1124,Bob,40,Houston,77960
1125,David,31,New York,44182
1126,David,52,Houston,65530
1127,Alice,31,Houston,83690
1128,David,51,Houston,80830
1129,Bob,49,Houston,55906
1130,David,59,Houston,80463
1131,David,24,Chicago,66903
1132,Bob,25,New York,41232
1133,Alice,22,Chicago,64695
1134,Charlie,44,New York,40965
1135,David,27,Chicago,90257
1136,Alice,58,Houston,45858
1137,Bob,48,New York,54059
1138,Alice,43,New York,98700
1139,Alice,31,Los Angeles,58357
1140,Alice,28,Los Angeles,57915
1141,Bob,51,Los Angeles,89649
1142,Alice,48,Houston,31736
1143,David,40,Chicago,33015
1144,Bob,42,Chicago,85175
1145,Alice,41,Houston,84166
1146,Alice,29,Los Angeles,40284
1147,David,46,Los Angeles,68449
1148,Alice,29,Houston,59205
1149,Charlie,37,New York,73228
1150,Bob,24,Houston,96789
1151,Bob,59,New York,97289
1152,Charlie,59,Chicago,60852
1153,Alice,25,Houston,69393
1154,Bob,40,Chicago,36944
1155,David,25,Los Angeles,40680
1156,Charlie,53,Los Angeles,61744
1157,Alice,26,Houston,87303
1158,David,22,New York,65417
1159,Bob,23,Chicago,38060
1160,David,57,Chicago,41867
1161,Alice,52,New York,44867
1162,David,23,Los Angeles,31452
1163,Charlie,30,Houston,53719
1164,Charlie,36,Los Angeles,40934
1165,Charlie,32,Los Angeles,51086
1166,Bob,27,Chicago,40405
1167,Bob,47,Chicago,53065
1168,David,39,Chicago,90611
1169,Bob,27,Chicago,61467
1170,Bob,39,New York,48732
1171,David,46,Los Angeles,31566
1172,David,55,Los Angeles,43539
1173,Bob,47,Houston,60490
1174,Alice,28,New York,32761
1175,Bob,30,New York,45284
1176,Charlie,36,Houston,35463
1177,Alice,43,Los Angeles,48033
1178,Alice,48,Houston,63168
1179,Bob,20,Los Angeles,68375
1180,Charlie,22,Los Angeles,85201
1181,David,30,Chicago,43436
1182,Alice,32,New York,54311
1183,David,40,Los Angeles,87484
1184,David,44,Houston,73686
1185,Bob,24,New York,98716
1186,David,56,Los Angeles,31766
1187,Alice,24,Houston,60228
1188,Charlie,44,Chicago,85977
1189,Bob,39,New York,51095
1190,Charlie,38,New York,92459
1191,Charlie,33,Houston,32757
1192,Bob,50,Chicago,61844
1193,Bob,44,Los Angeles,40724
1194,Charlie,58,Houston,88724
1195,Charlie,57,Houston,64505
1196,Alice,41,Chicago,35216
1197,Alice,51,New York,51718
1198,Alice,30,New York,46709
1199,Alice,43,New York,38051
1200,Alice,26,Chicago,55845
1201,Alice,50,Chicago,96411
1202,Charlie,30,Houston,44647
1203,Bob,45,Los Angeles,32700
1204,Bob,36,Los Angeles,33224
1205,Bob,46,Chicago,67779
1206,David,54,Los Angeles,76185
1207,David,33,Houston,30830
1208,David,31,Houston,51764
1209,Alice,31,Los Angeles,82140
1210,David,47,Los Angeles,76045
1211,Alice,47,New York,35125
1212,David,45,Los Angeles,85714
1213,Charlie,31,Chicago,52779
1214,Alice,23,Houston,80957
1215,David,32,Los Angeles,62068
1216,Bob,59,Houston,45042
1217,Bob,59,New York,30359
1218,David,42,Chicago,68689
1219,Charlie,34,Houston,94419
1220,Charlie,56,Chicago,71306
1221,Bob,35,Chicago,75748
1222,David,30,Houston,48659
1223,Bob,34,Los Angeles,75188
1224,Charlie,55,Houston,39485
1225,Charlie,41,New York,55194
1226,Bob,46,Chicago,81260
1227,Charlie,36,Chicago,95400
1228,Alice,23,Chicago,32069
1229,David,56,New York,92972
1230,David,36,New York,74047
1231,Alice,36,Chicago,81416
1232,Charlie,24,Chicago,34048
1233,Alice,48,Houston,88154
1234,Bob,28,Chicago,78253
1235,Charlie,38,Houston,34516
1236,Alice,41,Houston,73321
1237,Bob,37,Chicago,78158
1238,Charlie,45,New York,87139
1239,Charlie,36,New York,89289
1240,Charlie,38,Los Angeles,52237
1241,Bob,49,Chicago,84937
1242,Alice,22,Los Angeles,72079
1243,Charlie,39,Houston,43861
1244,Bob,48,Los Angeles,30391
1245,Charlie,44,Houston,87154
1246,Alice,34,Chicago,36197
1247,David,46,Chicago,76284
1248,Bob,52,Chicago,49518
1249,David,37,New York,75516
1250,Charlie,32,New York,40404
1251,David,23,Chicago,91421
1252,David,58,Houston,89435
1253,Charlie,50,New York,86462
1254,Alice,26,Chicago,51584
1255,Alice,53,New York,54841
1256,Bob,40,Los Angeles,93469
1257,Charlie,20,Houston,93274
1258,Bob,50,Houston,81150
1259,Alice,54,Chicago,41833
1260,Alice,34,New York,35784
1261,Bob,54,Los Angeles,82447
1262,Charlie,44,Chicago,31189
1263,Charlie,37,Chicago,90938
1264,David,32,New York,31561
1265,Alice,54,New York,35689
1266,Bob,26,Chicago,86213
1267,Bob,44,Los Angeles,84573
1268,Bob,20,Houston,83221
1269,David,50,Los Angeles,64609
1270,Bob,41,Chicago,63339
1271,Charlie,49,New York,59455
1272,Bob,46,Houston,48585
1273,Charlie,58,Los Angeles,53333
1274,David,22,Chicago,77074
1275,Charlie,44,Houston,40467
1276,David,52,Chicago,95082
1277,David,42,Houston,30574
1278,Charlie,35,New York,73285
1279,Bob,26,New York,49490
1280,Bob,29,New York,73071
1281,Alice,57,Houston,87592
1282,Alice,30,New York,70314
1283,David,21,Houston,49766
1284,Charlie,47,Houston,33437
1285,Alice,30,Chicago,59622
1286,Bob,20,New York,33446
1287,Bob,26,Los Angeles,53181
1288,Charlie,45,New York,51339
1289,Bob,20,Chicago,32702
1290,Charlie,31,New York,80250
1291,Bob,55,Houston,60971
1292,Charlie,32,Houston,53395
1293,Bob,23,Los Angeles,64034
1294,David,22,Chicago,62107
1295,Alice,50,Chicago,76005
1296,Charlie,50,New York,66172
1297,Alice,34,Houston,62108
1298,Charlie,47,New York,35478
1299,Bob,21,Chicago,40127
1300,Alice,31,New York,76439
1301,David,58,Houston,35576
1302,Alice,55,New York,42708
1303,Charlie,22,Houston,70968
1304,Charlie,22,New York,90809
1305,David,54,Chicago,73901
1306,Alice,52,Chicago,36231
1307,Bob,42,New York,81059
1308,Bob,53,Houston,38527
1309,Alice,46,Los Angeles,30538
1310,David,34,New York,34855
1311,Charlie,43,Houston,44914
1312,Charlie,22,Los Angeles,57109
1313,Alice,26,Los Angeles,66801
1314,Charlie,29,Chicago,86365
1315,Charlie,33,Los Angeles,74005
1316,Charlie,22,Los Angeles,79318
1317,Bob,32,Chicago,50538
1318,Charlie,22,New York,92721
1319,Charlie,32,New York,73130
1320,David,34,New York,98421
1321,Charlie,34,Los Angeles,79722
1322,Bob,53,Los Angeles,55852
1323,Charlie,42,New York,63590
1324,David,43,Los Angeles,52735
1325,David,53,New York,38678
1326,Charlie,45,New York,43049
1327,Bob,58,New York,77817
1328,Bob,36,Houston,95187
1329,Charlie,22,Houston,59597
1330,Charlie,24,Chicago,66918
1331,Charlie,25,Houston,92086
1332,David,47,Los Angeles,97830
1333,Charlie,21,New York,74974
1334,Charlie,25,New York,50908
1335,Alice,53,Houston,59604
1336,Alice,43,Houston,40384
1337,David,33,Los Angeles,59185
1338,David,38,Los Angeles,56543
1339,Bob,22,Houston,33292
1340,Charlie,58,Houston,36199
1341,David,39,Los Angeles,93586
1342,David,27,Los Angeles,67410
1343,Charlie,25,Houston,62144
1344,Bob,48,Chicago,76766
1345,David,21,New York,31889
1346,Charlie,37,Houston,94967
1347,Charlie,20,New York,62099
1348,David,36,Houston,80925
1349,Charlie,53,New York,81488
1350,Bob,58,New York,38878
1351,David,42,Chicago,41771
1352,David,46,Houston,90634
1353,Bob,52,Los Angeles,38785
1354,Alice,46,New York,73595
1355,Charlie,25,Los Angeles,71930
1356,Charlie,31,Los Angeles,78893
1357,Alice,37,Houston,74913
1358,David,51,New York,50534
1359,Charlie,21,New York,43642
1360,Alice,54,New York,90825
1361,Alice,24,Los Angeles,40986
1362,Bob,58,Chicago,58839
1363,Bob,22,Los Angeles,50914
1364,Bob,46,Chicago,42679
1365,Charlie,38,Los Angeles,49069
1366,Charlie,34,Chicago,73276
1367,David,22,Houston,81890
1368,Charlie,47,Chicago,56712
1369,David,50,New York,61927
1370,Alice,29,Chicago,43699
1371,Bob,43,Los Angeles,94956
1372,Bob,21,New York,53586
1373,David,27,Los Angeles,32273
1374,Bob,45,New York,83951
1375,David,37,New York,57571
1376,Charlie,30,Houston,45075
1377,David,24,Chicago,74391
1378,Charlie,34,Houston,70120
1379,Bob,42,Chicago,37671
1380,Charlie,50,New York,70688
1381,Bob,30,Chicago,86803
1382,Alice,49,New York,98438
1383,Alice,58,New York,33024
1384,Charlie,55,Los Angeles,94508
1385,Alice,29,Los Angeles,95155
1386,Alice,57,Los Angeles,61162
1387,Charlie,33,New York,42871
1388,Bob,56,New York,39869
1389,Charlie,25,Los Angeles,55644
1390,Bob,36,Houston,31319
1391,Bob,58,Houston,44683
1392,David,25,Houston,94592
1393,Alice,51,Chicago,87153
1394,Alice,28,Houston,95859
1395,Bob,41,Houston,67605
1396,Charlie,20,Chicago,89211
1397,Alice,54,Chicago,52737
1398,David,53,Chicago,43006
1399,Alice,45,Houston,96286
1400,Alice,40,Chicago,81139
1401,Alice,37,New York,96310
1402,David,43,Chicago,58478
1403,Alice,45,Chicago,37663
1404,Charlie,29,Chicago,64406
1405,David,32,Los Angeles,48982
1406,Bob,22,Los Angeles,40386
1407,David,44,New York,62973
1408,David,36,Houston,60489
1409,Charlie,32,New York,42557
1410,Alice,26,Chicago,92904
1411,David,50,New York,34800
1412,David,39,New York,39479
1413,David,52,Chicago,83734
1414,Alice,21,Los Angeles,33884
1415,David,39,Houston,48449
1416,Alice,27,Chicago,67829
1417,Alice,48,Chicago,88780
1418,Bob,27,Los Angeles,42989
1419,Bob,53,Chicago,40285
1420,David,23,Houston,79954
1421,Bob,44,Houston,49847
1422,Bob,39,New York,50678
1423,Bob,59,Houston,62779
1424,David,36,Los Angeles,73749
1425,Alice,27,Houston,38711
1426,David,24,Houston,88644
1427,Charlie,20,Chicago,63607
1428,Charlie,39,Chicago,32617
1429,Charlie,57,New York,55066
1430,Charlie,30,Houston,84106
1431,Alice,46,New York,46629
1432,David,33,Los Angeles,32107
1433,Charlie,29,Los Angeles,95541
1434,Charlie,55,New York,84706
1435,Alice,43,Los Angeles,51926
1436,Charlie,32,Los Angeles,78112
1437,Alice,59,Houston,37275
1438,David,51,New York,63985
1439,Charlie,24,New York,33174
1440,David,38,Houston,99511
1441,Alice,53,New York,93553
1442,Bob,52,Chicago,61965
1443,Alice,40,Chicago,34275
1444,Alice,45,Houston,74221
1445,David,25,Houston,55407
1446,David,28,New York,47356
1447,Charlie,25,Chicago,52454
1448,David,55,New York,83953
1449,Bob,22,New York,84517
1450,David,38,Los Angeles,35372
1451,Alice,32,Houston,72956
1452,Alice,38,Los Angeles,85232
1453,Alice,52,Los Angeles,75922
1454,David,59,Los Angeles,76328
1455,Bob,21,Chicago,73787
1456,Alice,56,Houston,36032
1457,Charlie,24,Houston,46972
1458,Alice,27,New York,81144
1459,Alice,40,Los Angeles,67554
1460,Bob,36,Chicago,41746
1461,Charlie,58,New York,83047
1462,Charlie,25,Houston,92714
1463,Bob,52,New York,73793
1464,Charlie,32,Chicago,74474
1465,David,32,Houston,98899
1466,Charlie,52,Chicago,46301
1467,David,33,New York,68425
1468,Bob,55,Los Angeles,45216
1469,David,23,Los Angeles,79957
1470,Alice,43,Houston,66206
1471,Bob,50,Chicago,77251
1472,David,48,Los Angeles,65802
1473,Bob,54,Los Angeles,44956
1474,Bob,49,Houston,96181
1475,David,24,Chicago,38671
1476,Charlie,34,Los Angeles,60038
1477,Bob,30,Los Angeles,89306
1478,David,44,Houston,60452
1479,Charlie,31,Chicago,43618
1480,Alice,49,Houston,90344
1481,Charlie,31,New York,55205
1482,Bob,58,Chicago,53952
1483,David,25,New York,43038
1484,David,56,Houston,41650
1485,Alice,44,New York,57377
1486,Bob,28,Chicago,93013
1487,Alice,50,Los Angeles,78817
1488,David,29,Chicago,83565
1489,Charlie,59,Chicago,73131
1490,Charlie,48,Houston,92575
1491,Bob,24,Houston,38305
1492,Bob,40,Los Angeles,54291
1493,Alice,37,Houston,79170
1494,Charlie,44,New York,54776
1495,David,40,Chicago,39336
1496,Alice,32,Houston,32486
1497,Alice,39,Los Angeles,95217
1498,Bob,39,Chicago,46547
1499,Charlie,49,Los Angeles,80679
1500,Bob,42,Los Angeles,90146
1501,Alice,48,Los Angeles,67747
1502,Alice,29,Houston,59431
1503,Bob,55,Houston,95641
1504,Bob,53,New York,72339
1505,Bob,57,Chicago,31727
1506,David,37,New York,66317
1507,David,59,Los Angeles,82278
1508,Bob,38,Los Angeles,85562
1509,David,23,Chicago,58758
1510,Alice,24,Chicago,76732
1511,Bob,47,Chicago,77962
1512,Charlie,46,Chicago,55934
1513,Alice,27,Los Angeles,71450
1514,Alice,36,New York,89326
1515,Bob,37,Chicago,42427
1516,Alice,50,New York,32821
1517,David,32,Houston,33726
1518,Charlie,50,New York,96821
1519,Alice,24,Chicago,57050
1520,David,24,Chicago,94187
1521,Bob,54,Chicago,78796
1522,Bob,31,Los Angeles,85470
1523,Bob,39,Los Angeles,40721
1524,Bob,44,Houston,67776
1525,Alice,43,Houston,86783
1526,Charlie,45,Chicago,79315
1527,Alice,55,New York,63888
1528,David,57,Chicago,95441
1529,Alice,42,New York,47871
1530,David,31,Houston,34356
1531,Bob,22,New York,88758
1532,Alice,25,Los Angeles,94847
1533,David,36,Houston,61316
1534,Alice,21,Houston,64066
1535,Charlie,20,Chicago,36987
1536,Bob,23,Houston,89385
1537,Bob,48,Chicago,32779
1538,Bob,33,Chicago,44627
1539,David,53,New York,97529
1540,Charlie,22,Chicago,41958
1541,Alice,37,Chicago,93550
1542,David,38,Houston,67492
1543,Bob,49,Houston,88798
1544,David,27,Chicago,49195
1545,Alice,59,Los Angeles,56660
1546,Alice,38,Houston,49164
1547,David,55,Chicago,33632
1548,Charlie,53,Chicago,95867
1549,Alice,41,Chicago,83688
1550,Bob,31,Chicago,70954
1551,Alice,22,New York,51421
1552,Alice,56,New York,44556
1553,Charlie,28,Houston,30169
1554,David,38,Houston,71426
1555,Charlie,37,Chicago,54536
1556,Alice,27,Houston,81249
1557,Alice,34,New York,82616
1558,Alice,40,New York,47089
1559,Alice,21,Houston,81938
1560,Alice,26,New York,87579
1561,Charlie,25,Los Angeles,68657
1562,David,57,Los Angeles,39188
1563,Bob,46,Chicago,91857
1564,Charlie,26,Houston,51254
1565,Charlie,42,Chicago,31765
1566,Alice,23,Chicago,34044
1567,Alice,30,New York,78201
1568,Alice,20,New York,95795
1569,David,32,Houston,33268
1570,David,54,Houston,33741
1571,Alice,36,Los Angeles,74792
1572,Charlie,42,Houston,52531
1573,Alice,59,Houston,82053
1574,Bob,56,Los Angeles,36433
1575,Charlie,57,New York,88638
